Text	Time	App Name	App Version	Appeventtype	Review Rating	Store Name
I have to frequently restart my phone just to get the app to update. Happens about once a day and it is annoying.	1372143600	Facebook	6.2	review	1	USA
Worked fine for months... Now it crashes every time I touch anything. WHYYYYYYYYY!!!!	1372143600	Facebook	6.2	review	2	Canada
Works okay, but not awesome. Some pictures and statuses are slow to load even when connected to wifi.	1372143600	Facebook	6.2	review	4	USA
App is horrible!!  Freezes constantly and most recent is NEVER most recent. Furthermore I can't get on my laptop it claims I have the wrong password. When I write to get a reset even THAT doesn't work. NOT a fan :(	1372143600	Facebook	6.2	review	1	USA
I have an iPad and i CANNOT change my cover page!!! Why?	1372143600	Facebook	6.2	review	4	USA
Can't believe this app passed testing. Horrible, buggy, pretty much useless	1372143600	Facebook	6.2	review	1	Australia
Crashes a lot and updates do nothing to help	1372143600	Facebook	6.2	review	2	USA
This app has not worked at all for me in the past 3 days. I tried re downloading it but it still won't update anything. It's been freezing on me since I downloaded it, but now it won't work at all.	1372143600	Facebook	6.2	review	1	Canada
facebook app do not have video call like on the web ,it is good ‰Û_ I wish the new version can call people	1372143600	Facebook	6.2	review	4	Australia
My personal fb is ok...wish you'd stop changing stuff all the time and the hash tag is stupid. Since creating a page for my photography my opinion had gone down even further. It takes forever to get updates and I can't even see everyone who likes the page! If you are going to change something why don't you fix some of the issues!	1372143600	Facebook	6.2	review	3	USA
I really like the new update except that it tells me I have notifications, but it won't let me see them, it won't update my news feed or notifications. I love the chat bubbles and all the new buttons at the bottom, and the new features in the status update. Please fix!!!!!	1372143600	Facebook	6.2	review	3	USA
Most of the time it's easier to use my iPhone when it doesn't crash or finally does open. I can add photos to my personal page albums but I can't to my other pages, not good.	1372143600	Facebook	6.2	review	2	USA
Always crashes	1372143600	Facebook	6.2	review	3	USA
Very laggy, message icon does not change when message received, order of 'Most Recent' status updates is random and makes no sense. Some updates do not even show in my News Feed. This app gets worse at each update. This is an awful app Facebook. Don't you guys even test it???	1372143600	Facebook	6.2	review	1	USA
Regardless of it crashing or failing to even run, all in all it runs rather slow.	1372143600	Facebook	6.2	review	1	USA
It's a great way to keep in touch with ur friends across the water	1372143600	Facebook	6.2	review	5	UK
It's a great app while it's working...which is about half the time. Loading takes a very long time, and it's twice as slow with pictures, where it crashes most of the time. So annoying.	1372143600	Facebook	6.2	review	2	Canada
Love keeping in touch with family and friends around the world :)	1372143600	Facebook	6.2	review	5	USA
QUIT putting suggested apps and suggested pages in my feed. I keep hiding them and FB keeps bringing them back. Leave my wall alone!Also I am VERY tired of it crashing all the time.	1372143600	Facebook	6.2	review	2	USA
For the love of god, how many times is this app going to have a pop up screen showing me how to enable push notifications?!  It comes up repeatedly while checking recent notifications and must be dismissed every time. I DON'T WANT PUSH NOTIFICATIONS!  IF I DID, I WOULD TURN THE CRAP ON! I DON'T WANT FB CRAP TAKING OVER MY PHONE!!  STOP OFFERING ME REPEATED DIRECTION TO TURN IT ON!! IT IS ANNOYING AS SIN!!!	1372143600	Facebook	6.2	review	2	USA
It's alright, but as always there's something lacking. I really don't like the way I basically can't look at photos (enlarge and whatnot) without the caption overlay popping back over it. It makes it incredibly difficult to see bits of the photo and I frankly annoying.Also I hate the way the whole news feed jumps around while it automatically updates itself - I can't do anything while its bouncing, and have to wait for it to finish! What's the point of 'pull down to refresh' then?!Otherwise, an alright update.	1372143600	Facebook	6.2	review	3	Australia
This app should have a number on the corner of the icon to notify you of notices, like how the App Store shows updates	1372143600	Facebook	6.2	review	1	Canada
All of ur fb apps keep crashing. And I would really like the option to share other pages on my own page from the pages app. Ur desk top app for the iPhone and iPad also do not work properly. Fix it please	1372143600	Facebook	6.2	review	1	Canada
Great app plenty of updates keeping the look fresh	1372143600	Facebook	6.2	review	5	UK
It has a couple issues with freezing but other than that its awesome.	1372143600	Facebook	6.2	review	5	USA
Posts duplicate statuses and crashes all the time.The new chat is great.	1372143600	Facebook	6.2	review	3	USA
Facebook is a great way to start looking to be a entrepreneur be your own boss ‰ÛÏI bargained with Life for a penny, And Life would pay no more,However I begged at evening When I counted my scanty store.‰ÛÏFor Life is a just employer, He gives you what you ask,But once you have set the wages, Why, you must bear the task. ‰ÛÏI worked for a menial‰Ûªs hire, Only to learn, dismayed, That any wage I had asked of Life,Life would have willingly paid.‰Û  Desire Outwits Mother NatureEmpower network Money ‰ÛÒ quicklyAll one word in Google search bar with the HTtp// my blog you see how Facebook has transformed my business	1372143600	Facebook	6.2	review	2	UK
I have a iPhone 4 .. And all my friends haw the same phone or the 5. ... And they all haw the newest fb ... And I don't iv tryed everything .... Can n e one help me ?!?	1372143600	Facebook	6.2	review	3	Canada
Ain't much to say becus it got it all	1372143600	Facebook	6.2	review	4	USA
My app keeps crashing. Not sure why but its horrible to try to open over and over again. Also, the chat doesn't update half of the time, showing I have a message but showing old messages. Help	1372143600	Facebook	6.2	review	3	USA
It seems like there is more and more trouble for what used to be a pretty good ap. It crashes quite frequently and group functions are beyond poor. Please help us loyal followers!! (:	1372143600	Facebook	6.2	review	2	USA
Great concept but if u post something they don't like they remove it. They target conservatives and unfortunately that is what has made them political. Very sad.	1372143600	Facebook	6.2	review	2	USA
Every time i open the app it crashes and shuts down, takes about 5 attempts to actually open the app. Sort it out.	1372143600	Facebook	6.2	review	1	UK
Can't edit a photo once it is uploaded, have to open FB via Safari. But, everything else looks great. Sometimes it's slow to load, maybe due to connection, but otherwise very happy.	1372143600	Facebook	6.2	review	5	USA
App interface is not bad, but not great.  When posting updates in current location it seems to eat a lot if bandwidth and takes forever to load listing.  Maybe shorten listing to take care if the issue?  I mean who really needs to go 15 pages to find the place they are at?  It's usually number one.	1372143600	Facebook	6.2	review	2	USA
I like it ._.	1372143600	Facebook	6.2	review	5	USA
My app hasnt worked in 2 weeks. No matter how many times i click to open it, it closes before it does anything. Very annoying!!	1372143600	Facebook	6.2	review	1	USA
I hate the new version where I CONSTANTLY have to click the "Most recent" button, and many of my "liked" pages aren't loading!!!!! This is terrible!!!!!  Fix the iPhone version so the most recent will stay constantly and everything will load all the time and in order like it is supposed to	1371970800	Facebook	6.2	review	1	Canada
Perfect!	1372057200	Facebook	6.2	review	5	USA
All of the sudden it started crashing. Not cool. Status update does not work. Keeps crashing.	1372057200	Facebook	6.2	review	3	USA
When I use the app it breaks down again & again. I deleted and re-installed but the problem is same. It does not stay open even 20 seconds. Help me out! Its a great app!	1372057200	Facebook	6.2	review	5	UK
Slowbook or adbook are new names in the works....so slow to navigate through and too many ads.  Is this the end of Facebook?	1372057200	Facebook	6.2	review	1	USA
It doesn't let you use your lists, and it crashes often. It works, barely. There really needs to be a better app for Facebook.	1372057200	Facebook	6.2	review	2	USA
Muy buena	1372057200	Facebook	6.2	review	5	USA
I'm SO tired of Facebook freezing, crashing and taking forever to react!	1372057200	Facebook	6.2	review	1	USA
Crashy crash crashidy crashPlease let us unfollow a post on it too!! I've been asking for years	1372057200	Facebook	6.2	review	1	USA
I actually go on Facebook all the time now with this app. It's awesome.	1372057200	Facebook	6.2	review	5	USA
It take several time before I can even get on it and them shut off on it own. It has been updated an yet still having the same problem.	1372057200	Facebook	6.2	review	1	USA
I updated an my app turned back to the previous lay out. I prefer the app where the tabs are to the bottom!! :(	1372057200	Facebook	6.2	review	2	USA
I think the new facebook is great :)	1372057200	Facebook	6.2	review	5	Australia
This app crashed before the last update, but since the last update, I can't even get it to open!! Horrible! Whatever happened to "if its not broken, don't fix it"? It use to work well a couple of updates ago!!!	1372057200	Facebook	6.2	review	1	USA
Really enjoy FB. It's a fun & easy way to get around the country & visit w people you know & people you want to know about. It's a great sharing & learning place.	1372057200	Facebook	6.2	review	4	USA
Luv FB!!!	1372057200	Facebook	6.2	review	5	USA
Good updates	1372057200	Facebook	6.2	review	4	USA
And now they added time clock, love it!	1372057200	Facebook	6.2	review	5	USA
ˆ_Äˆü_ˆ_äˆüàˆ_öˆü_ˆü¢ˆüÁˆü_ˆü...ˆü»ˆü¡ˆüÓˆü¤ˆüˆüÁˆü_ˆü	1372057200	Facebook	6.2	review	5	USA
It won't load properly and can't see any photos	1372057200	Facebook	6.2	review	3	Canada
Good	1372057200	Facebook	6.2	review	5	UK
This app is junk. I have to close it and reopen just to get it to update! Fix please!	1372057200	Facebook	6.2	review	1	USA
this is totally garbage it never loads.  it crashes alot .!	1372057200	Facebook	6.2	review	1	USA
Having the ability to copy and paste text on the iPad app would be very helpful. I have friends who speak another language and I miss out on the ability to understand what their writing because I can't copy and paste text into a translator.	1372057200	Facebook	6.2	review	3	USA
Freezes up, closes down...what else? They should take some of that IPO money and fix the program.	1372057200	Facebook	6.2	review	2	USA
Crashes always and very very slow	1372057200	Facebook	6.2	review	1	USA
It's a good app. It works and all but every time I try to post pictures it crashes and when I go to someone else wall it crashes. Before every time I would go on it it would crash but ever since the last update it works fine	1372057200	Facebook	6.2	review	4	Canada
Great app on IPhone ( I use IPhone 4 ), the only problem is it sometimes takes 2-3 attempts to open the app without it shutting me out before loading. I'd have chalked I up to a phone flaw, but it's the only app I use that does it. ( I use many Internet-based apps ).	1372057200	Facebook	6.2	review	4	Canada
Slow load time on 4G LTE...Worst app on my phone!	1372057200	Facebook	6.2	review	1	USA
The app would be better if it looked and functioned exactly like the desktop version.  Also unable to fully log out (on the ipad version) for another user to use for games.	1372057200	Facebook	6.2	review	3	USA
helps the maximum expression of the human experience ;)	1372057200	Facebook	6.2	review	5	USA
Every time this app updated, it makes it worse than before.  When it functions properly, it's wonderful - but that's rare.	1372057200	Facebook	6.2	review	2	USA
Crash crash crashDon't like bad product	1372057200	Facebook	6.2	review	1	USA
5/27/13: 6/12/13: 6/24/13: still force closing, still can't copy n paste other's posts, still can't use horizontally, wrong times for when people are actually on chat and how long idle, BOGUS NOTIFIERS will say I have 5 when I only have 2!, and this review probably still won't submit!	1372057200	Facebook	6.2	review	3	USA
Great for keeping in touch with family & friends on island & off island.	1372057200	Facebook	6.2	review	5	USA
Keeps crashing with update	1371625200	Facebook	6.2	review	1	USA
The app is constantly just shutting itself down when I am the middle of something. I thought it was my poor Internet connection but it turns out that a lot of my friends with the app also have this problem! It's just really bad.	1371625200	Facebook	6.2	review	1	UK
Getting fed up of updates that make the app worse... This time only get a few recent status updates then loads from the day before...	1371625200	Facebook	6.2	review	1	UK
Practically useless. Takes forever for anything to come up. Wish I had never downloaded the latest update	1371625200	Facebook	6.2	review	1	USA
This Facebook is TERRIBLE!!! So SLOW & nothing works right at all!!! All these updates never make it any better!!!! Needs to be fixed the right way ASAP!!!! It's so ANNOYING!!!!! Very very very DISAPPOINTED in this app!!!! 	1371625200	Facebook	6.2	review	1	USA
Facebook crashes suddenly 2/3 of the time on my iPad.	1371625200	Facebook	6.2	review	1	USA
I haven't crash once. Great app	1371625200	Facebook	6.2	review	5	USA
Constantly crashing every 5 mintues and its not my phones fault as my iphone is brand new :/	1371625200	Facebook	6.2	review	1	UK
I love this! The new features like the emotions are awesome! Pics load great! Only problem is loading news feed	1371625200	Facebook	6.2	review	4	USA
Update slowed everything down, and it crashes often.	1371625200	Facebook	6.2	review	1	USA
I can't share other posts to Facebook at all. It always gives me an "upload failed" message. Or the thread I would like to share never loads.	1371625200	Facebook	6.2	review	2	USA
When I use the "Most Recent" list, posts show up to 30 minutes ago and then jump to 7 hours ago. What happened to the last 6 hours?And why can't you make "Most Recent" as the default friends feed? I knew I shouldn't have gotten this latest update.	1371625200	Facebook	6.2	review	1	USA
I have to close the app completely with multi task for any hope of loading content with the next open. It's terribly slow to load. It used to be just fine.	1371625200	Facebook	6.2	review	1	USA
I thin you should do faceboo like it is on your computer for your iphone	1371625200	Facebook	6.2	review	1	UK
I have recently created a page:) (video stars) and I have tried to upload videos and they make me wait like 10mins then it just says upload failed! SORT THIS OUT!	1371625200	Facebook	6.2	review	1	UK
It worked fine for a day or so then it crashed and refuses to start again. So frustrating.	1371625200	Facebook	6.2	review	1	USA
I use Facebook but hate the app on all accounts sorry guys but you failed miserably the app uses to many resources all any device I also have an lg optimism 9 and the app crash on that as well I may come to the point where I stop using Facebook all together. Iv lived with out it before I'm sure I can live with out it now. Also I have many friends that feel the same way and some have stopped using Facebook already	1371625200	Facebook	6.2	review	1	USA
I need to use Facebook to communicate with school and sports groups, and this app won't let me do that. To begin with, it might take six tries to open the app in the first place. And once it does open, it might not even update anything. In fact, it often shows me statuses and other things from 2-3 weeks ago, and then will not update to anything new for days, just give me other old things. And if I'm trying to message with one of my team members, the app will most often crash several times before I can get any message sent. The bubbles on the screen for messaging are a good idea, but they are very slow, and make the app crash. So all in all, if I didn't need to have Facebook on my iPod, I wouldn't.	1371625200	Facebook	6.2	review	1	USA
Crashes constantly. Always says network error and its unable to load. The chat heads are annoying too.	1371625200	Facebook	6.2	review	1	USA
As soon as i tryed to open the app when i finished downloading the new version it crased, so please, fix that. And please, show the notifications on the screen, such as if someone liked your photo, or coment on something, not only showing the red ball on the closed app. And i would appreciate if  you put the landscape mode back. Thank you.	1371625200	Facebook	6.2	review	2	USA
the app keeps freezing or kicking me off and then takes forever to reload. :( please bring back the option to view in horizontal screen!	1371625200	Facebook	6.2	review	3	USA
As soon as it loads it crashes just as fast :(	1371625200	Facebook	6.2	review	1	Canada
I'd rather actually go see my friends. And they keep changing it, this version also blows. quit fixing it and just leave it alone	1371625200	Facebook	6.2	review	1	Canada
It lags to much and i hate slow stuff. If you don't fix it ill make you loss your jobs real quick. And don't put what you want, put what the customer want.	1371625200	Facebook	6.2	review	1	USA
onaj "sent" vam nije trebao valjda ja znam kad sam poslo poruku, idioti jebem vam mater	1371625200	Facebook	6.2	review	2	USA
Everything worked well until this update. Now nothing can refresh. Uninstalled	1371625200	Facebook	6.2	review	1	USA
The app keeps crashing. Also, I want the app to rotate when typing anything, like it used to do. (Messaging, commenting, posting, etc...)	1371625200	Facebook	6.2	review	1	USA
Again the developers have managed to screw things up, before the update everything worked fine, now updated nothing works, WHY FIX IT IF IT AIN'T BROKE	1371625200	Facebook	6.2	review	1	UK
With the latest upgrade I've noticed that the "Write Post" button has been replaced with "Give (name) a Birthday Gift" and a scrolling list of offered purchases. This is intensely annoying.	1371625200	Facebook	6.2	review	1	USA
Hola le escribo para dejarles saber que cuando entro al Facebook y estoy leyendo los comentarios en ese preciso momento se frisa el Facebook favor de arreglar fallos tÌ©cnicos gracias .	1371625200	Facebook	6.2	review	1	USA
How hard is it to upgrade with no problems?!!!! This is so idiotic...	1371625200	Facebook	6.2	review	1	USA
I wish the would leave the layout the same. I have no idea what they did	1371625200	Facebook	6.2	review	1	USA
New update is bad. Takes longer to load even on wifi. But what's worse is it doesn't update with new posts. I have iPhone 5 and everything is updated. Bummer.	1371625200	Facebook	6.2	review	1	USA
Facebook keeps trolling me!!!!!!! I'll be in the middle of messaging someone or looking through pictures and it exists out of the app. TROLL! Fix it >:(	1371625200	Facebook	6.2	review	3	USA
	1371625200	Facebook	6.2	review	5	USA
...make this app too annoying to use.	1371625200	Facebook	6.2	review	1	USA
My posts aren't showing!	1371625200	Facebook	6.2	review	2	USA
I get unwanted app adverts as I scroll down my newsfeed, not everything is shown when I'm on 'most recent' and I get notifications from people status' when I haven't even been tagged in them!!	1371625200	Facebook	6.2	review	2	UK
No improvements noticed. Cannot view posts by others on fb pages STILL!!! this functionality used to be available.  Posts still appearing out of order. Could go on all day!	1371625200	Facebook	6.2	review	1	UK
The new version is constantly crashing and all pics fail to load or take forever to load. The alert at the top is useless. Not sure why stupid stuff gets added but the stuff that's broken cant be fixed.	1371625200	Facebook	6.2	review	1	USA
This update I got is super slow to load anything. I also deleted the app and re downloaded thinking app was bad. Now I can't even log in. Fix this ASAP horrible update.	1371625200	Facebook	6.2	review	1	USA
It constantly crashes, really slow, and is buggy!!!!	1371625200	Facebook	6.2	review	1	USA
This app rarely loads completely, sometimes not at all, since the most recent update. Pictures are often blank, messages unanswerable, etc. I can count on it to work properly maybe 1 out of 10 tries. Maybe.	1371625200	Facebook	6.2	review	2	USA
Deleted and reinstalled yet again as it crashed when commenting. Better just using on PC/Mac or what ever floats your boat. Getting tired of app constantly needing updates. Get it working and leave it alone, please????	1371625200	Facebook	6.2	review	1	UK
keeps crashing .  i hate timeline   fix this	1371625200	Facebook	6.2	review	1	UK
App keeps crashing and its really getting annoying. Please fix ?	1371625200	Facebook	6.2	review	1	Canada
How ever is the person in charge of this crop should be either fire or transfer to another job. Seriously you presented a really disappointed product here. Hopefully your boss read this comments be aid who ever is in charge of this lame work obviously does not read them	1371625200	Facebook	6.2	review	1	USA
Too many problems to name!!	1371625200	Facebook	6.2	review	1	USA
Can't even open it. What's going on?	1371625200	Facebook	6.2	review	1	USA
Hey why are you become stupid like this ? In inbox always show they are seen even they are not seen! Check ur software again please!	1371625200	Facebook	6.2	review	1	USA
I use i the most on my iphone. but I don't know why  it crashes multiple times a day. Any suggestions?	1371625200	Facebook	6.2	review	3	USA
Think what's missing from this app after the update is the direction it's heading in... Turn the map around go back to the last setting and start the journey again cos this update is s@&? !!!!!!	1371625200	Facebook	6.2	review	1	UK
I check Facebook every day, and I have very few issues with its functionality, except when it comes to videos. If I watch a video within my feed, it usually crashes halfway through. Recently I tried watching a six-minute video and it crashed three times. Following a link that leads to a video also leads to problems. The video sometimes crashes, or it simply refuses to load. This all means that I have begun to associate videos on Facebook with my PC laptop, and that my iPad is just for skimming (i.e. not fully functional).	1371625200	Facebook	6.2	review	3	USA
It works perfectly! People who have problems have problems with their phone or whatever.	1371625200	Facebook	6.2	review	5	USA
This app has been running extremely slow on my phone for forever! I end up waiting until I'm at my laptop to do anything.	1371625200	Facebook	6.2	review	2	USA
What's point in up dating this app when it doesn't work in the first place work on the bugs then make it better, would be good if you can unfollow a status with the app after you've comment fed up of reading everyone else's comments so much so I hardly comment on statuses now which kinda defeats the object of Facebook in my opinion ...	1371625200	Facebook	6.2	review	1	UK
Can you fix that on the mobile app you can't get your feelings but on the laptop you can?	1371625200	Facebook	6.2	review	4	UK
Won't download my IPhone is now running slow and crashing. Fix it!	1371625200	Facebook	6.2	review	1	USA
I'm an avid user of Facebook along with my 1,000's of friends!  Hands down, there's no substitute for this social media and marketing tool!   If you offer an exceptional good or service, look me up, xtcfishingtours , friend request me and I encourage you to post to my wall what you do or what you offer your community, your state, the United States and even the world!Sincerely, Casey "XTC" JonesP.L.U.R.R.Be easy!	1371625200	Facebook	6.2	review	5	USA
This app is garbage. You updated it, but it didn't do much, work on the most important, people's opinions and fix it, now.	1371625200	Facebook	6.2	review	1	USA
Crashed during update. Now it won't finish update and I can't get into FB. You guys are terrible at mobile FB!!!!	1371625200	Facebook	6.2	review	1	USA
Version 6.2 is a bust. Doesn't work at all on my iPhone 5!!	1371625200	Facebook	6.2	review	1	USA
You would think that Facebook of all people could make an app that actually works, gets it sorted!	1371625200	Facebook	6.2	review	1	UK
There is a guaranteed crash when I open this app and after that happens it take me extra time to switch to 'all friends' mode. It take a total of like 5 minutes just to start scrolling until it crashes again. If I could rate 0 stars I would in a heartbeat.	1371625200	Facebook	6.2	review	1	USA
Ever wonder why people get angry at you for not replying to messages?! When the app is not even open, it shows you as online and right there to chat. People think you're reading their messages and just ignoring them. This app will truly make you look a mug. Worth deleting Facebook as a website. Disgusting morons.	1371625200	Facebook	6.2	review	1	UK
Do you not use this app yourselves, developers?  I hate doing your beta testing!!  Where are the friend lists and why did you make the share link not able to add text before posting?  Why can I still not delete a post made on someone else's wall?  Not liking it!	1371625200	Facebook	6.2	review	1	USA
The only complaint I have about this app is that it crashes every twenty seconds. It is great for checking my Facebook on the go.	1371625200	Facebook	6.2	review	3	USA
Entro a Facebook estoy 5 minutos y crashea si serÌ_an tan amables de arreglar esto	1371625200	Facebook	6.2	review	1	USA
Hate all the changes. With every update/improvements, this app gets slower and slower. The programmers really need to listen to the specific complaints and do something about it.	1371625200	Facebook	6.2	review	1	USA
annoying ads. crashes every minute. annoying spam ads. impossible to delete posts or photos. and annoying ads in newsfeed	1371625200	Facebook	6.2	review	1	USA
It keeps saying I have a network problem when my Internet is perfectly fine !! Now it also isn't tell me when someone goes on and off -.- please fix these problems	1371625200	Facebook	6.2	review	1	USA
just when you thought it couldn't get any worse...	1371625200	Facebook	6.2	review	1	UK
Ever since the 3 latest updates Facebook has been closing down on me once in a while, and cancels everything I was doing. I thought I was the only one, but a few of my friends with the iPhone have been having the same problems. Please fix them!!	1371625200	Facebook	6.2	review	3	USA
Now I have to go into 'more' in order to access my profile... Not user friendly, bring older style back! Don't like icons at bottom either, last 1 was fine leave it ** sigh!!!!	1371625200	Facebook	6.2	review	1	UK
Updated the app this morning and now complete and utter rubbish. Constant problems. Come on and get it sorted. Very unhappy customer :-(	1371625200	Facebook	6.2	review	1	UK
This app is amazing. You get to keep up to date with other people and its a way to chat to people you don't have the chance to. I know it may have some faults but overall i think this app is excellent	1371625200	Facebook	6.2	review	5	UK
What happened to my chat bubbles? Now I can't even open my messages...	1371625200	Facebook	6.2	review	1	USA
This app crashes constantly. Any review giving this app positive feedback is fake, unless people like the fact that you can barely even use it.	1371625200	Facebook	6.2	review	1	USA
weak sauce....please fix...used to work fine...now crash,crash,crash	1371625200	Facebook	6.2	review	1	USA
Seriously, if this app crashes ONE MORE TIME I will delete it and just use Safari on my iPhone.  I was planning on yesterday's update to fix the crashing issues and it only made it worse.	1371625200	Facebook	6.2	review	1	USA
Every time i open it it crashes probably 3 times then works but recently i had to delete the app and redownload it this is my weekly ritual fix it !!	1371625200	Facebook	6.2	review	2	USA
This is getting ridiculous. Every update just makes it worse.'Most recent' means the last things that have happened, not things that happened several hours ago, THEN the most recent.Still rarely get friends news in my news feed and I've checked all the settings.So disappointing. I'd rather just log onto Facebook via explorer than use this app.Please test your updates properly.	1371625200	Facebook	6.2	review	1	UK
Too much lag . At some point I can't even click on picture because its lagging too much . Sometime I can wait 20 sec before the image finally pop out . Fix it please , awefull.	1371625200	Facebook	6.2	review	1	Canada
Can't tag photos. Crashes. Is delayed in processing a comment that has been added, does not show anything new on my wall since the update.Boo.	1371625200	Facebook	6.2	review	1	UK
Oh let's see how people are holding up oh but first I have to wait for this to crash okay now I can view Facebook oh nope it crashed guess I need to reopen it crash ugh just delete it before you even install this stupid app	1371625200	Facebook	6.2	review	1	USA
It keeps crashing. Ever since i downloaded the new update, every time I open it, BOOM! It crashes. Can you fix it soon?	1371625200	Facebook	6.2	review	2	Canada
This app is frozen during the installation of the update. I don't think I can do anything about it, either. I should've read the other reviews before updating this.	1371625200	Facebook	6.2	review	1	USA
Remember when the Facebook App actually worked ???? Who are these jokers saying great and fab??? Either blind and stupid or employees of Facebook. We all know it does not work but they can't be bothered to fix it. Time maybe we all drop the old FB!	1371625200	Facebook	6.2	review	1	UK
This is a great app I used it all the way to la in the car and talked to my friends a great app for traveling	1371625200	Facebook	6.2	review	5	USA
Since the latest update my app crashes every time I open fix please	1371625200	Facebook	6.2	review	1	USA
Thanks for the crappy update!!!	1371625200	Facebook	6.2	review	1	USA
Once I open it, the app crashes.	1371625200	Facebook	6.2	review	1	USA
Update this morning and can no longer log on, keeps timing out. So have deleted it. Pants! You have been warned!	1371625200	Facebook	6.2	review	1	UK
Liked the app the way it was before with the navigation on the left side, and notifications on the top. With the navigation on the bottom, it takes up screen space and is very noticeable especially after using the previous version of the app. Other than that its an excellent app.	1371625200	Facebook	6.2	review	2	UK
Takes forever to load (no its not my wifi) always randomly closes on me. They took away the blue links and replace them with black bold letters which I don't see the point in. I can't figure out how to delete comments or tag people in pictures before you post them- you have to upload the picture then tag in the comment. The app before this one was a much much better version.	1371625200	Facebook	6.2	review	1	USA
I found the app's News Feed is missing several posts when I compare it to the web page.  Makes me worry I've missed stuff over time.  Will not be using the app for the time being.	1371625200	Facebook	6.2	review	1	USA
Still lacks the option to choose pictures from my photo stream albums...  App crashes.Posts order doesn't stick, i want to order as most recent, but it never stays that way!!!Plz fix that	1371625200	Facebook	6.2	review	2	USA
Very nice app I have a lot family and I used all time	1371625200	Facebook	6.2	review	5	USA
I honestly think Facebook should be a little faster when using 3G.	1371625200	Facebook	6.2	review	3	USA
Crashes sooooo much!!!!!  And it's terrible cuz it's usually when I'm on some obscure page reading something fascinating.  Also the videos stop playing in the middle and I have to restart them.	1371625200	Facebook	6.2	review	1	Canada
It crashes TOO MUCH. I can't even tap on a picture or go to chat. Even after reloading the app it continues to crash. I downloaded Facebook not crapbook	1371625200	Facebook	6.2	review	1	USA
It crashes way to much , Ill go to type  a paragraph and it will crash , also if I take a picture it will crash . Please fix this problem . I dont like the bubbles either their annoying . So basically just update facebook .	1371625200	Facebook	6.2	review	1	USA
...and you hire developers straight outta high school. What is wrong with you people? I stopped "downgrading" at 5.2. If you "downgraded" to 6.2 and want to go back delete it and go sync. Provided you haven't synced since you "downgraded" you should get your old version back.	1371625200	Facebook	6.2	review	1	USA
FFS when will they actually read these reviews and do something about it??	1371625200	Facebook	6.2	review	1	UK
Ok so now we gain little icons in the status but lose the ability to paste links properly. Any chance we'll ever get a fully functioning App?	1371625200	Facebook	6.2	review	3	UK
